00001    3.34  0.15 K2669 274.41935   73.29420   80.24863   10.58803  0.0796923  0.21430445   2.7655526  0 MPO980521  7297 126 1801-2026 0.83 M-v 30k Veres      4000      (1) Ceres              20260103
00002    4.12  0.15 K2669 254.24963  310.96993  172.88661   34.93279  0.2307001  0.21383960   2.7695590  0 E2026-O67  9066 124 1804-2026 0.77 M-c 28k MPCORBFIT  4000      (2) Pallas             20260718
00003    5.19  0.15 K2669 262.73228  247.89506  169.81163   12.98659  0.2556999  0.22578537   2.6709895  0 E2026-O72  7661 119 1804-2026 0.84 M-v 3Ek MPCORBFIT  4000      (3) Juno               20260725
00004    3.25  0.15 K2669  81.19017  151.46861  103.70132    7.14393  0.0902037  0.27161836   2.3613660  0 MPO964264  7603 112 1821-2025 0.69 M-p 18k MPCORBFIT  4000      (4) Vesta              20250624
02060    5.54  0.15 K2669 216.71991  339.28772  209.29623    6.93057  0.3797657  0.01947026  13.6842671  0 E2026-PF0  5579  58 1895-2026 0.69 M-v 3Ek MPCORBFIT  000A   (2060) Chiron             20260815
